X,Y,objectid,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
-94.149054,36.3313000000001,29040,"ROGERS, AR",1,WM Supercenter,Retail,true,2110 W WALNUT ST,ROGERS,BENTON,AR,72756-3246,5,Open,,Y,Y,1,Yes,,Yes,Not Available
-75.947441,41.523981,29041,"TUNKHANNOCK, PA",2024,WM Supercenter,Retail,true,808 HUNTER HWY,TUNKHANNOCK,WYOMING,PA,18657-8071,5,Open,,Y,Y,2024,No,Available,No,Available
-94.979814,35.888807,29042,TAHLEQUAH OK,10,WM Supercenter,Retail,true,2020 S MUSKOGEE AVE,TAHLEQUAH,CHEROKEE,OK,74464-5439,5,Open,,Y,Y,10,No,,No,Available
-121.471715,37.7516590000001,29043,"TRACY, CA",2025,WM Supercenter,Retail,true,3010 W GRANT LINE RD,TRACY,SAN JOAQUIN,CA,95304-9402,5,Open,,Y,Y,2025,No,Not Available,No,Not Available
-94.224844,36.3681730000001,29044,"BENTONVILLE, AR",100,WM Supercenter,Retail,true,406 S WALTON BLVD,BENTONVILLE,BENTON,AR,72712-5705,5,Open,,Y,Y,100,No,Not Available,No,Not Available
-66.642578,17.9973600000001,29045,PONCE-PR,2026,WM Supercenter,Retail,true,3305 AVE.BARAMAYA SUITE 100,PONCE,PONCE,PR,00728-0000,5,Open,,Y,Y,2026,,,Yes,
-97.477003,25.9251420000001,29046,BROWNSVILLE TX,1000,WM Supercenter,Retail,true,2721 BOCA CHICA BLVD,BROWNSVILLE,CAMERON,TX,78521-3501,5,Open,,Y,Y,1000,Yes,,Yes,Available
-78.835052,39.6249030000001,29047,"LAVALE, MD",2027,WM Supercenter,Retail,true,12500 COUNTRY CLUB MALL RD,LAVALE,ALLEGANY,MD,21502-7553,5,Open,,Y,Y,2027,Yes,Available,Yes,Available
-104.664898,38.232316,29048,"PUEBLO, CO",1001,WM Supercenter,Retail,true,4080 W NORTHERN AVE,PUEBLO,PUEBLO,CO,81005-3503,5,Open,,Y,Y,1001,Yes,Available,Yes,Available
-117.455339,33.9370710000001,29049,"RIVERSIDE (S), CA",2028,WM Supercenter,Retail,true,5200 VAN BUREN BLVD,RIVERSIDE,RIVERSIDE,CA,92503-2544,5,Open,,Y,Y,2028,No,,Yes,
-87.130708,39.035877,29050,LINTON IN,1002,WM Supercenter,Retail,true,2251 E STATE HIGHWAY 54,LINTON,GREENE,IN,47441-9498,5,Open,,Y,Y,1002,Yes,,Yes,
-88.5634229999999,41.652922,29052,PLANO IL,1003,WM Supercenter,Retail,true,6800 W US HIGHWAY 34,PLANO,KENDALL,IL,60545-9603,5,Open,,Y,Y,1003,No,,No,Available
-93.0727429999999,39.767888,29053,BROOKFIELD MO,203,WM Supercenter,Retail,true,937 PARK CIRCLE DR,BROOKFIELD,LINN,MO,64628-7920,5,Open,,Y,Y,203,No,,Yes,
-82.6153189999999,27.4602190000001,29054,BRADENTON FL,1004,WM Supercenter,Retail,true,5315 CORTEZ RD W,BRADENTON,MANATEE,FL,34210-2814,5,Open,,Y,Y,1004,No,Available,No,Available
-120.365857,37.9716910000001,29055,"SONORA, CA",2030,WM Supercenter,Retail,true,1101 SANGUINETTI ROAD,SONORA,TUOLUMNE,CA,95370-6214,5,Open,,Y,Y,2030,No,,No,Available
-92.479644,42.7016310000001,29056,WAVERLY IA,1005,WM Supercenter,Retail,true,2700 4TH ST SW,WAVERLY,BREMER,IA,50677-4351,5,Open,,Y,Y,1005,Yes,Available,Yes,Available
-122.067308,37.6047150000001,29057,"UNION CITY, CA",2031,Wal-Mart,Retail,true,30600 DYER ST,UNION CITY,ALAMEDA,CA,94587-1717,2,Open,,Y,Y,2031,Yes,,Yes,
-83.7618909999999,31.9647120000001,29058,CORDELE GA,1006,WM Supercenter,Retail,true,1215 E 16TH AVE,CORDELE,CRISP,GA,31015-1543,5,Open,,Y,Y,1006,No,,Yes,
-119.161544,34.2201220000001,29059,"OXNARD, CA",2032,WM Supercenter,Retail,true,2001 N ROSE AVE,OXNARD,VENTURA,CA,93036-2681,5,Open,,Y,Y,2032,No,,No,
-90.348978,43.3126110000001,29060,RICHLAND CENTER WI,1007,WM Supercenter,Retail,true,2401 US HWY 14 E,RICHLAND CENTER,RICHLAND,WI,53581-2996,5,Open,,Y,Y,1007,No,,No,
-100.903357,46.8466550000001,29061,MANDAN BISMARCK ND,2033,WM Supercenter,Retail,true,1000 OLD RED TRL NW,MANDAN,MORTON,ND,58554-1591,2,Open,,Y,Y,2033,No,,No,Available
-105.080953,40.456889,29062,"LOVELAND (N), CO",1008,WM Supercenter,Retail,true,250 W 65TH ST,LOVELAND,LARIMER,CO,80538-4668,5,Open,,Y,Y,1008,Yes,Available,Yes,Available
-93.458514,37.1279860000001,29063,REPUBLIC MO,1009,WM Supercenter,Retail,true,1150 US HIGHWAY 60 E,REPUBLIC,GREENE,MO,65738-1580,5,Open,,Y,Y,1009,No,Available,Yes,Available
-91.779138,37.9376060000001,29064,ROLLA MO,101,WM Supercenter,Retail,true,500 S BISHOP AVE,ROLLA,PHELPS,MO,65401-4313,5,Open,,Y,Y,101,Yes,Available,Yes,Available
-79.738871,34.9131370000001,29065,ROCKINGHAM NC,1010,WM Supercenter,Retail,true,720 E US HIGHWAY 74,ROCKINGHAM,RICHMOND,NC,28379-7206,5,Open,,Y,Y,1010,No,Available,Yes,Available
-81.225879,32.2748960000001,29067,RINCON GA,1011,WM Supercenter,Retail,true,434 S COLUMBIA AVE,RINCON,EFFINGHAM,GA,31326-9079,5,Open,,Y,Y,1011,Yes,Available,Yes,Available
-88.812211,43.489266,29068,BEAVER DAM WI,1012,WM Supercenter,Retail,true,120 FRANCES LN,BEAVER DAM,DODGE,WI,53916-1165,5,Open,,Y,Y,1012,No,,Yes,Available
-87.431053,39.656169,29069,CLINTON IN,1013,Wal-Mart,Retail,true,1795 E STATE ROAD 163,CLINTON,VERMILLION,IN,47842-7327,5,Open,,Y,Y,1013,No,,Yes,
-94.3670049999999,39.0461310000001,29070,INDEPENDENCE MO,1014,WM Supercenter,Retail,true,4000 S BOLGER RD,INDEPENDENCE,JACKSON,MO,64055-6776,5,Open,,Y,Y,1014,No,Available,No,Available
-106.565909,31.836148,29071,"EL PASO, TX",1015,WM Supercenter,Retail,true,7555 N MESA ST,EL PASO,EL PASO,TX,79912-3505,5,Open,,Y,Y,1015,No,Available,No,Available
-90.818314,29.8095270000001,29072,THIBODAUX LA,1016,WM Supercenter,Retail,true,410 N CANAL BLVD,THIBODAUX,LAFOURCHE,LA,70301-2956,5,Open,,Y,Y,1016,No,Not Available,No,Not Available
-80.226193,33.700301,29073,MANNING SC,1017,WM Supercenter,Retail,true,2010 PAXVILLE HWY,MANNING,CLARENDON,SC,29102-6434,5,Open,,Y,Y,1017,No,,Yes,Available
-83.1777069999999,32.178956,29074,EASTMAN GA,1018,WM Supercenter,Retail,true,1099 INDIAN DR,EASTMAN,DODGE,GA,31023-7663,5,Open,,Y,Y,1018,No,Not Available,No,Not Available
-105.191452,38.4486620000001,29075,CANON CITY CO,1019,WM Supercenter,Retail,true,3105 E US HIGHWAY 50,CANON CITY,FREMONT,CO,81212-2797,5,Open,,Y,Y,1019,Yes,,Yes,Available
-91.549053,34.4770580000001,29076,STUTTGART AR,102,WM Supercenter,Retail,true,406 E 22ND ST,STUTTGART,ARKANSAS,AR,72160-9006,5,Open,,Y,Y,102,Yes,,Yes,
-93.325529,43.664047,29077,ALBERT LEA MN,1020,WM Supercenter,Retail,true,1550 BLAKE AVE,ALBERT LEA,FREEBORN,MN,56007-6304,5,Open,,Y,Y,1020,No,,Yes,Available
-91.142661,38.823341,29078,WARRENTON MO,1021,WM Supercenter,Retail,true,500 WARREN COUNTY CTR,WARRENTON,WARREN,MO,63383-3023,5,Open,,Y,Y,1021,No,,Yes,Available
-95.345487,32.351191,29079,TYLER (W) TX,1022,WM Supercenter,Retail,true,3820 STATE HIGHWAY 64 W,TYLER,SMITH,TX,75704-6924,5,Open,,Y,Y,1022,No,Not Available,Yes,Not Available
-80.881085,36.6926310000001,29080,GALAX VA,1023,WM Supercenter,Retail,true,1140 E STUART DR,GALAX,GALAX CITY,VA,24333-2630,5,Open,,Y,Y,1023,No,Not Available,No,Not Available
-82.330518,32.5881460000001,29081,SWAINSBORO GA,1024,WM Supercenter,Retail,true,414 S MAIN ST,SWAINSBORO,EMANUEL,GA,30401-3676,5,Open,,Y,Y,1024,Yes,Available,Yes,Available
-90.4733459999999,31.2634640000001,29082,MCCOMB MS,1025,WM Supercenter,Retail,true,1608 VETERANS BLVD,MCCOMB,PIKE,MS,39648-2031,5,Open,,Y,Y,1025,No,Not Available,Yes,Not Available
-86.5150649999999,38.865394,29083,BEDFORD IN,1026,WM Supercenter,Retail,true,3200 JOHN WILLIAMS BLVD,BEDFORD,LAWRENCE,IN,47421-9153,5,Open,,Y,Y,1026,No,,Yes,Not Available
-80.622822,35.388921,29084,CONCORD NC,1027,WM Supercenter,Retail,true,150 CONCORD COMMONS PL SW,CONCORD,CABARRUS,NC,28027-5026,5,Open,,Y,Y,1027,No,,Yes,Available
-89.584962,40.6837570000001,29085,"EAST PEORIA, IL",1028,WM Supercenter,Retail,true,401 RIVER RD,EAST PEORIA,TAZEWELL,IL,61611-2063,5,Open,,Y,Y,1028,Yes,Available,Yes,Available
-82.549992,28.762864,29086,HOMOSASSA FL,1029,WM Supercenter,Retail,true,6885 S SUNCOAST BLVD,HOMOSASSA,CITRUS,FL,34446-3404,2,Open,,Y,Y,1029,No,,No,Available
-96.921743,35.386756,29087,SHAWNEE OK,103,WM Supercenter,Retail,true,196 SHAWNEE MALL DR,SHAWNEE,POTTAWATOMIE,OK,74804-1337,5,Open,,Y,Y,103,No,,Yes,Available
-80.784758,34.734251,29088,LANCASTER SC,1030,WM Supercenter,Retail,true,805 HWY 9 BYPASS WES,LANCASTER,LANCASTER,SC,29720-4773,5,Open,,Y,Y,1030,Yes,Not Available,Yes,Not Available
-85.646273,30.2262860000001,29090,PANAMA CITY FL,1032,WM Supercenter,Retail,true,2101 S HIGHWAY 77,LYNN HAVEN,BAY,FL,32444-4631,5,Open,,Y,Y,1032,Yes,Available,Yes,Available
-85.864252,38.9564270000001,29091,SEYMOUR IN,1033,WM Supercenter,Retail,true,1600 E TIPTON ST,SEYMOUR,JACKSON,IN,47274-3560,5,Open,,Y,Y,1033,No,,Yes,Available
-81.5299689999999,35.277359,29092,SHELBY NC,1034,WM Supercenter,Retail,true,705 E DIXON BLVD,SHELBY,CLEVELAND,NC,28152-6821,5,Open,,Y,Y,1034,No,Not Available,Yes,Not Available
-81.9849409999999,34.9332910000001,29093,SPARTANBURG SC,1035,WM Supercenter,Retail,true,141 DORMAN CENTRE DR,SPARTANBURG,SPARTANBURG,SC,29301-2625,5,Open,,Y,Y,1035,No,Not Available,No,Available
-81.899506,35.335022,29094,"FOREST CITY, NC",1036,WM Supercenter,Retail,true,197 PLAZA DR,FOREST CITY,RUTHERFORD,NC,28043-3712,5,Open,,Y,Y,1036,Yes,,Yes,Available
-80.153384,33.0349220000001,29095,SUMMERVILLE SC,1037,WM Supercenter,Retail,true,1317 N MAIN ST STE A1,SUMMERVILLE,BERKELEY,SC,29483-7342,5,Open,,Y,Y,1037,Yes,Available,Yes,Available
-93.509937,44.097477,29096,WASECA MN,1038,WM Supercenter,Retail,true,2103 STATE ST N,WASECA,WASECA,MN,56093-2605,5,Open,,Y,Y,1038,Yes,Available,Yes,Available
-80.618467,36.471908,29097,MOUNT AIRY NC,1039,WM Supercenter,Retail,true,2241 ROCKFORD ST,MOUNT AIRY,SURRY,NC,27030-5262,5,Open,,Y,Y,1039,No,,No,Available
-88.747912,35.8761690000001,29098,MILAN TN,104,WM Supercenter,Retail,true,15427 S FIRST ST,MILAN,GIBSON,TN,38358-6475,5,Open,,Y,Y,104,No,,Yes,Not Available
-95.651709,29.8769830000001,29099,HOUSTON (SPENCER) TX,1040,WM Supercenter,Retail,true,15955 FM 529 RD,HOUSTON,HARRIS,TX,77095-2513,5,Open,,Y,Y,1040,No,Available,No,Available
-97.987763,26.174739,29100,WESLACO TX,1041,WM Supercenter,Retail,true,1310 N TEXAS BLVD,WESLACO,HIDALGO,TX,78599-0000,5,Open,,Y,Y,1041,No,,Yes,Available
-97.332499,30.103391,29101,BASTROP TX,1042,WM Supercenter,Retail,true,488 HIGHWAY 71 W,BASTROP,BASTROP,TX,78602-3731,5,Open,,Y,Y,1042,Yes,Available,Yes,Available
-97.2487849999999,34.736656,29102,PAULS VALLEY OK,1043,WM Supercenter,Retail,true,2008 W GRANT AVE,PAULS VALLEY,GARVIN,OK,73075-9230,5,Open,,Y,Y,1043,No,,No,
-95.2601549999999,32.2980430000001,29103,TYLER TX,1044,WM Supercenter,Retail,true,5050 TROUP HWY,TYLER,SMITH,TX,75707-1916,5,Open,,Y,Y,1044,No,Available,Yes,Available
-105.105136,40.005992,29104,LAFAYETTE CO,1045,WM Supercenter,Retail,true,745 US HIGHWAY 287,LAFAYETTE,BOULDER,CO,80026-8955,5,Open,,Y,Y,1045,Yes,,Yes,Available
-99.848551,28.542786,29105,CARRIZO SPRINGS TX,1046,Wal-Mart,Retail,true,2214 N 1ST ST,CARRIZO SPRINGS,DIMMIT,TX,78834-2036,2,Open,,Y,Y,1046,No,,Yes,
-84.3403069999999,33.589701,29106,MORROW GA,1047,WM Supercenter,Retail,true,6065 JONESBORO RD,MORROW,CLAYTON,GA,30260-1106,5,Open,,Y,Y,1047,Yes,Available,Yes,Available
-84.171753,36.720647,29107,WILLIAMSBURG KY,1048,WM Supercenter,Retail,true,589 W HIGHWAY 92,WILLIAMSBURG,WHITLEY,KY,40769-1684,5,Open,,Y,Y,1048,No,,No,
-88.501997,34.9101020000001,29109,CORINTH MS,105,WM Supercenter,Retail,true,2301 S HARPER RD,CORINTH,ALCORN,MS,38834-6771,5,Open,,Y,Y,105,Yes,Available,Yes,Available
-102.361308,33.596282,29111,LEVELLAND TX,1051,WM Supercenter,Retail,true,407 E STATE ROAD 114,LEVELLAND,HOCKLEY,TX,79336-2629,5,Open,,Y,Y,1051,No,,Yes,Available
-87.808643,33.731681,29112,FAYETTE AL,1052,WM Supercenter,Retail,true,3186 HIGHWAY 171 N,FAYETTE,FAYETTE,AL,35555-6172,5,Open,,Y,Y,1052,No,,Yes,
-85.3725019999999,38.394667,29113,LA GRANGE KY,1053,WM Supercenter,Retail,true,1015 NEW MOODY LN,LA GRANGE,OLDHAM,KY,40031-9142,5,Open,,Y,Y,1053,Yes,,Yes,Available
-95.129228,39.5404770000001,29114,ATCHISON KS,1054,WM Supercenter,Retail,true,1920 HIGHWAY 73,ATCHISON,ATCHISON,KS,66002-5102,5,Open,,Y,Y,1054,No,,No,Available
-96.6425629999999,32.962386,29115,GARLAND TX,1055,WM Supercenter,Retail,true,5302 N GARLAND AVE,GARLAND,DALLAS,TX,75040-2715,5,Open,,Y,Y,1055,Yes,Available,Yes,Available
-97.606467,35.293887,29116,NEWCASTLE OK,1056,WM Supercenter,Retail,true,3300 TRI CITY DR,NEWCASTLE,MCCLAIN,OK,73065-6599,5,Open,,Y,Y,1056,Yes,Available,Yes,Available
-85.9313329999999,32.5659197000001,29118,TALLASSEE AL EF,1057,WM Supercenter,Retail,true,2190 GILMER AVENUE,TALLASSEE,ELMORE,AL,36078-7123,5,Open,,Y,Y,1057,No,,No,
-107.863399,38.4490680000001,29121,MONTROSE CO,1058,WM Supercenter,Retail,true,16750 S TOWNSEND AVE,MONTROSE,MONTROSE,CO,81401-5410,5,Open,,Y,Y,1058,No,,Yes,Available
-89.486173,32.3386380000001,29122,FOREST MS,1059,WM Supercenter,Retail,true,1309 HIGHWAY 35 S,FOREST,SCOTT,MS,39074-5010,5,Open,,Y,Y,1059,No,,Yes,Available
-88.899972,36.517096,29127,FULTON KY,106,WM Supercenter,Retail,true,1405 MIDDLE RD,FULTON,FULTON,KY,42041-7905,5,Open,,Y,Y,106,No,,Yes,
-81.7051289999999,35.727153,29128,MORGANTON NC,1060,WM Supercenter,Retail,true,G120 MORGANTON HEIGHTS BLVD,MORGANTON,BURKE,NC,28655-5210,5,Open,,Y,Y,1060,No,Available,No,Available
-82.586586,31.861931,29129,HAZELHURST GA,1061,WM Supercenter,Retail,true,136 E JARMAN ST,HAZLEHURST,JEFF DAVIS,GA,31539-6130,5,Open,,Y,Y,1061,No,,No,
-95.159213,29.551863,29134,WEBSTER TX,1062,WM Supercenter,Retail,true,150 W EL DORADO BLVD,FRIENDSWOOD,HARRIS,TX,77546-6500,5,Open,,Y,Y,1062,No,Available,Yes,Available
-85.8993809999999,31.0514660000001,29135,GENEVA AL,1063,Wal-Mart,Retail,true,1608 W MAGNOLIA AVE,GENEVA,GENEVA,AL,36340-1237,2,Open,,Y,Y,1063,No,,No,
-81.5301009999999,35.928521,29136,LENOIR NC,1064,WM Supercenter,Retail,true,935 BLOWING ROCK BLVD,LENOIR,CALDWELL,NC,28645-3785,5,Open,,Y,Y,1064,Yes,Available,Yes,Available
-93.614652,33.680862,29141,HOPE AR,1065,WM Supercenter,Retail,true,2400 N HERVEY ST,HOPE,HEMPSTEAD,AR,71801-8418,5,Open,,Y,Y,1065,No,,Yes,Available
-88.518673,30.386629,29151,PASCAGOULA MS,1066,WM Supercenter,Retail,true,4253 DENNY AVE,PASCAGOULA,JACKSON,MS,39581-5502,5,Open,,Y,Y,1066,Yes,Available,Yes,Available
-96.938003,29.4585510000001,29160,HALLETSVILLE TX,1067,Wal-Mart,Retail,true,1506 N TEXANA ST,HALLETTSVILLE,LAVACA,TX,77964-2036,2,Open,,Y,Y,1067,No,,No,
-80.481839,27.829346,29161,SEBASTIAN FL,1068,WM Supercenter,Retail,true,2001 US HIGHWAY 1,SEBASTIAN,INDIAN RIVER,FL,32958-1615,5,Open,,Y,Y,1068,No,Available,Yes,Available
-89.141689,32.3388790000001,29162,NEWTON MS,1069,WM Supercenter,Retail,true,231 EASTSIDE DR,NEWTON,NEWTON,MS,39345-8035,5,Open,,Y,Y,1069,No,,Yes,
-88.8836929999999,36.3550430000001,29163,MARTIN TN,107,WM Supercenter,Retail,true,134 COURTRIGHT RD,MARTIN,WEAKLEY,TN,38237-1606,5,Open,,Y,Y,107,No,Not Available,No,Available
-84.488214,34.6564020000001,29164,ELLIJAY GA,1070,WM Supercenter,Retail,true,88 HIGHLAND XING,EAST ELLIJAY,GILMER,GA,30540-6052,5,Open,,Y,Y,1070,No,,Yes,Available
-90.070258,38.870509,29165,WOOD RIVER IL,1071,WM Supercenter,Retail,true,610 WESLEY DR,WOOD RIVER,MADISON,IL,62095-1894,5,Open,,Y,Y,1071,No,Available,Yes,Available
-83.542358,31.442727,29166,TIFTON GA,1072,WM Supercenter,Retail,true,1830 US HIGHWAY 82 W,TIFTON,TIFT,GA,31793-8164,5,Open,,Y,Y,1072,No,,Yes,Available
-98.1589079999999,31.0617480000001,29167,LAMPASSAS TX,1073,WM Supercenter,Retail,true,1710 CENTRAL TEXAS EXPY,LAMPASAS,LAMPASAS,TX,76550-3421,5,Open,,Y,Y,1073,Yes,Available,Yes,Available
-89.8378749999999,33.781555,29168,GRENADA MS,1074,WM Supercenter,Retail,true,1655 SUNSET DR,GRENADA,GRENADA,MS,38901-4061,5,Open,,Y,Y,1074,No,Available,Yes,Available
-87.412945,36.580276,29169,CLARKSVILLE TN,1075,WM Supercenter,Retail,true,1680 FORT CAMPBELL BLVD,CLARKSVILLE,MONTGOMERY,TN,37042-3537,5,Open,,Y,Y,1075,No,Available,Yes,Available
-83.610778,32.8630910000001,29170,MACON GA,1076,WM Supercenter,Retail,true,1401 GRAY HWY,MACON,BIBB,GA,31211-1905,5,Open,,Y,Y,1076,No,Available,No,Available
-84.214308,30.425481,29171,"TALLAHASSEE, FL",1077,WM Supercenter,Retail,true,3535 APALACHEE PKWY,TALLAHASSEE,LEON,FL,32311-5330,5,Open,,Y,Y,1077,Yes,Available,Yes,Available
-99.960773,31.720444,29172,BALLINGER TX,1078,Wal-Mart,Retail,true,2005 HUTCHINS AVE,BALLINGER,RUNNELS,TX,76821-4427,2,Open,,Y,Y,1078,No,,No,
-80.993665,29.015677,29173,NEW SMYRNA BEACH FL,1079,WM Supercenter,Retail,true,3155 STATE RD 44,NEW SMYRNA BEACH,VOLUSIA,FL,32168-8880,5,Open,,Y,Y,1079,No,Not Available,Yes,Not Available
-97.422693,35.8628780000001,29174,GUTHRIE OK,108,WM Supercenter,Retail,true,1608 S DIVISION ST,GUTHRIE,LOGAN,OK,73044-5015,5,Open,,Y,Y,108,Yes,Available,Yes,Available
-82.398883,36.359431,29175,JOHNSON CITY TN,1080,WM Supercenter,Retail,true,3111 BROWNS MILL RD,JOHNSON CITY,WASHINGTON,TN,37604-1418,5,Open,,Y,Y,1080,No,Available,No,Available
-82.388649,29.6275610000001,29177,GAINESVILLE FL,1081,WM Supercenter,Retail,true,2900 SW 42ND ST,GAINESVILLE,ALACHUA,FL,32608-2379,5,Open,,Y,Y,1081,Yes,Available,Yes,Available
-81.625307,30.1772930000001,29178,JACKSONVILLE FL,1082,WM Supercenter,Retail,true,10991 SAN JOSE BLVD STE 1,JACKSONVILLE,DUVAL,FL,32223-6600,5,Open,,Y,Y,1082,No,Not Available,Yes,Not Available
-81.7583789999999,30.3016180000001,29180,JACKSONVILLE FL,1083,WM Supercenter,Retail,true,6830 NORMANDY BLVD,JACKSONVILLE,DUVAL,FL,32205-1902,5,Open,,Y,Y,1083,Yes,Available,No,Available
-81.3127929999999,28.5049970000001,29181,ORLANDO FL,1084,Wal-Mart,Retail,true,3838 S SEMORAN BLVD,ORLANDO,ORANGE,FL,32822-4006,5,Open,,Y,Y,1084,Yes,,Yes,
-82.718496,28.2833630000001,29182,PORT RICHEY FL,1085,WM Supercenter,Retail,true,8701 US HIGHWAY 19,PORT RICHEY,PASCO,FL,34668-5349,5,Open,,Y,Y,1085,No,Available,No,Available
-81.315638,28.2554050000001,29185,SAINT CLOUD FL,1086,WM Supercenter,Retail,true,4400 13TH ST,SAINT CLOUD,OSCEOLA,FL,34769-6763,5,Open,,Y,Y,1086,No,Available,No,
-80.218621,27.1569910000001,29186,STUART FL,1087,WM Supercenter,Retail,true,4001 SE FEDERAL HWY,STUART,MARTIN,FL,34997-4909,5,Open,,Y,Y,1087,No,Available,Yes,Available
-88.995007,30.3924470000001,29187,BILOXI MS,1088,WM Supercenter,Retail,true,2681 CT SWITZER SR DR,BILOXI,HARRISON,MS,39531-4500,5,Open,,Y,Y,1088,Yes,Available,Yes,Available
-85.681474,35.040493,29190,KIMBALL /JASPER TN,1089,WM Supercenter,Retail,true,525 KIMBALL CROSSING DR,KIMBALL,MARION,TN,37347-5649,5,Open,,Y,Y,1089,No,,Yes,Not Available
-94.231592,39.7581640000001,29191,CAMERON MO,109,WM Supercenter,Retail,true,2000 N WALNUT ST,CAMERON,DEKALB,MO,64429-8800,5,Open,,Y,Y,109,Yes,Available,Yes,Available
-81.753021,30.250666,29192,JACKSONVILLE FL,1090,WM Supercenter,Retail,true,6767 103RD ST,JACKSONVILLE,DUVAL,FL,32210-7135,5,Open,,Y,Y,1090,Yes,Available,Yes,Available
-86.444966,31.321761,29193,ANDALUSIA AL,1091,WM Supercenter,Retail,true,1991 M. L. KING JR.,ANDALUSIA,COVINGTON,AL,36420-4145,5,Open,,Y,Y,1091,No,,Yes,Available
-88.178659,40.305511,29199,RANTOUL IL,1093,WM Supercenter,Retail,true,845 BROADMEADOW RD,RANTOUL,CHAMPAIGN,IL,61866-2119,5,Open,,Y,Y,1093,Yes,Available,Yes,Available
-94.459321,38.9837450000001,29207,RAYTOWN MO,1094,WM Supercenter,Retail,true,10300 E HIGHWAY 350,RAYTOWN,JACKSON,MO,64138-1803,5,Open,,Y,Y,1094,No,Available,Yes,Available
-107.319849,39.5219650000001,29209,GLENWOOD SPRINGS CO,1095,Wal-Mart,Retail,true,3010 BLAKE AVE,GLENWOOD SPRINGS,GARFIELD,CO,81601-4400,5,Open,,Y,Y,1095,Yes,Not Available,Yes,Not Available
-80.587725,35.9275430000001,29212,MOCKSVILLE NC,1096,WM Supercenter,Retail,true,261 COOPER CREEK DR,MOCKSVILLE,DAVIE,NC,27028-5967,5,Open,,Y,Y,1096,Yes,,Yes,Available
-79.424522,35.1596910000001,29213,"ABERDEEN, NC",1097,WM Supercenter,Retail,true,250 TURNER ST,ABERDEEN,MOORE,NC,28315-2363,5,Open,,Y,Y,1097,Yes,Available,Yes,Available
-96.627467,28.631986,29216,PORT LAVACA TX,1098,WM Supercenter,Retail,true,400 TINEY BROWNING BLVD,PORT LAVACA,CALHOUN,TX,77979-5215,5,Open,,Y,Y,1098,No,,Yes,
-97.332141,37.647952,29217,WICHITA KS,1099,WM Supercenter,Retail,true,501 E PAWNEE ST,WICHITA,SEDGWICK,KS,67211-4944,5,Open,,Y,Y,1099,Yes,Available,Yes,Available
-92.340882,36.355015,29218,MOUNTAIN HOME AR,11,WM Supercenter,Retail,true,65 WALMART DR,MOUNTAIN HOME,BAXTER,AR,72653-6784,5,Open,,Y,Y,11,No,,No,Available
-81.629452,28.4764880000001,29219,WINTER GARDEN FL,110,WM Supercenter,Retail,true,16313 NEW INDEPENDENCE PARKWAY,WINTER GARDEN,ORANGE,FL,34787-0000,2,Open,,Y,Y,110,Yes,Available,No,Available
-87.992083,34.1195440000001,29220,HAMILTON AL,1100,WM Supercenter,Retail,true,1706 MILITARY ST S,HAMILTON,MARION,AL,35570-5021,5,Open,,Y,Y,1100,Yes,Available,Yes,Available
-86.212189,32.5073620000001,29223,WETUMPKA AL,1101,WM Supercenter,Retail,true,4538 US HIGHWAY 231,WETUMPKA,ELMORE,AL,36092-3333,5,Open,,Y,Y,1101,No,,No,Available
-94.200825,36.3450720000001,29226,HW CMO REVENUE,11017,WM On Campus/RX Facilities,Retail,true,2608 SE J ST,BENTONVILLE,BENTON,AR,72716-5561,1,Open,,,,11017,,,,
-91.131267,30.5802830000001,29227,BAKER LA,1102,WM Supercenter,Retail,true,14507 PLANK RD,BAKER,EAST BATON ROUGE,LA,70714-5431,5,Open,,Y,Y,1102,Yes,Available,Yes,Available
-95.484255,29.9981480000001,29228,HOUSTON (CORNERSTONE) TX,1103,WM Supercenter,Retail,true,3450 FM 1960 RD W,HOUSTON,HARRIS,TX,77068-3606,5,Open,,Y,Y,1103,Yes,Available,Yes,Available
-82.392594,28.857739,29230,INVERNESS FL,1104,WM Supercenter,Retail,true,2461 E GULF TO LAKE HWY,INVERNESS,CITRUS,FL,34453-3232,5,Open,,Y,Y,1104,No,,No,Available
-92.2146749999999,34.786506,29232,NORTH LITTLE ROCK AR,1105,WM Supercenter,Retail,true,4450 E MCCAIN BLVD,NORTH LITTLE ROCK,PULASKI,AR,72117-2519,5,Open,,Y,Y,1105,No,Available,Yes,Available
-91.462588,31.577385,29233,"VIDALIA, LA",1106,WM Supercenter,Retail,true,4283 CARTER ST,VIDALIA,CONCORDIA,LA,71373-3148,5,Open,,Y,Y,1106,No,,Yes,Not Available
-92.677854,30.7933550000001,29234,OAKDALE LA,1107,WM Supercenter,Retail,true,1900 HIGHWAY 165 S,OAKDALE,ALLEN,LA,71463-5098,5,Open,,Y,Y,1107,No,,Yes,
